6432_63723_000000_000000	CHAPTER XII	CHAPTER twelve	false	0.72	19.545	22.561779
6432_63723_000001_000000	THE ODD COIN	THE ODD COIN	true	19.545	20.83	18.607117
6432_63723_000002_000000	Colonel Ashley fished for a time in silence, broken only by the gentle snores of Shag, farther back in the field, and by the murmur of the water.	Colonel Ashley fished for a time in silence, broken only by the gentle snores of Shag, farther back in the field, and by the murmur of the water.	true	21.5	30.88	20.599665
6432_63723_000002_000001	The old colored man, wrapped in a warm coat, for it was not summer yet, seemed to be enjoying his siesta when, with a suddenness that was startling in that solitude, the military detective uttered a cry of:	The old colored man, wrapped in a warm coat, for it was not summer yet, seemed to be enjoying his siesta when, with a suddenness that was startling in that solitude, the military detective uttered a cry of:	true	31.37	44.4	22.676414
6432_63723_000003_000000	"I've got it!"	"I've got it!"	true	44.4	45.37	29.451784
6432_63723_000004_000000	"What?" called Kenneth.	"What?" called Kenneth.	true	45.95	47.505	26.73312
6432_63723_000004_000001	"The solution to my problem?"	"The solution to my problem?"	true	47.505	49.18	24.764555
6432_63723_000005_000000	"No!	"No!	true	49.49	50.13	54
6432_63723_000005_000001	My fish!" chuckled the colonel, as he skilfully played the luckless trout, now struggling to get loose from the hook.	My fish!" chuckled the colonel, as he skilfully played the luckless trout, now struggling to get loose from the hook.	true	50.13	57.45	22.789482
6432_63723_000006_000000	And when the fish was landed, panting on the grass, and Shag had been roused from his slumber to slip the now limp fish into the creel, Colonel Ashley gave a sigh of relief and remarked:	And when the fish was landed, panting on the grass, and Shag had been roused from his slumber to slip the now limp fish into the creel, Colonel Ashley gave a sigh of relief and remarked:	true	57.45	67.03	20.898817
6432_63723_000007_000000	"I think I see it now."	"I think I see it now."	true	67.25	68.74	22.862469
6432_63723_000008_000000	"The reason she asked no alimony?" inquired Kenneth.	"The reason she asked no alimony?" inquired Kenneth.	true	69.26	72.55	25.195871
6432_63723_000009_000000	"No.	"no	true	72.83	73.32	100
6432_63723_000009_000001	I wasn't thinking of that.	I wasn't thinking of that.	true	73.32	74.8	23.213882
6432_63723_000009_000002	But I have been gathering up some loose ends, and I think I know where to tie them together.	But I have been gathering up some loose ends, and I think I know where to tie them together.	true	75.02	79.57	22.034752
6432_63723_000009_000003	However, don't think I'm not interested in your case.	However, don't think I'm not interested in your case.	true	79.88	82.93	21.298517
6432_63723_000009_000004	I've fished enough for to-day.	I've fished enough for to day.	true	82.94	84.88	23.702831
6432_63723_000009_000005	Not that, ordinarily, I'm satisfied with one, but I'm not working the rod now.	Not that, ordinarily, I'm satisfied with one, but I'm not working the rod now.	true	85.37	90.16	20.179884
6432_63723_000009_000006	I am, as Shag calls it, 'detectin',' and I just came out here to clarify my thoughts.	I am, as Shag calls it, 'detectin',' and I just came out here to clarify my thoughts.	true	90.38	95.95	20.70163
6432_63723_000009_000007	Having done that, I'm at your service, if I can help."	Having done that, I'm at your service, if I can help."	true	96.02	99.375	24.71868
6432_63723_000010_000000	"Well, I don't know that you can.	"Well, I don't know that you can.	true	99.375	101.5	21.7576
6432_63723_000010_000001	As I said, the facts of the separation of the Larchs will soon be heralded all over the city, for the final papers were filed to-day, and the reporters will be sure to see them.	As I said, the facts of the separation of the Larchs will soon be heralded all over the city, for the final papers were filed to day, and the reporters will be sure to see them.	true	101.6	111.3	20.102415
6432_63723_000010_000002	So there is no harm in my telling you about it.	So there is no harm in my telling you about it.	false	111.3	113.71	21.10087
6432_63723_000010_000003	It's a plain and sordid story enough, with the exception of her refusal of alimony, and that I can't understand.	It's a plain and sordid story enough, with the exception of her refusal of alimony, and that I can't understand.	true	113.72	121.32	19.620111
6432_63723_000010_000004	Do you care to hear about it?"	Do you care to hear about it?"	false	121.32	123.13	20.878838
6432_63723_000011_000000	"Certainly, my dear Kenneth."	"Certainly, my dear Kenneth."	true	123.5	125.05	19.348745
6432_63723_000012_000000	"It has no connection with the Darcy murder, and so I didn't mention it to you before."	"It has no connection with the Darcy murder, and so I didn't mention it to you before."	true	125.75	130.75	19.914911
6432_63723_000013_000000	"Go on."	"Go on."	true	130.88	131.65	20.56683
6432_63723_000014_000000	"It isn't generally known," went on the lawyer, "that the hotel keeper's wife has left him.	"It isn't generally known," went on the lawyer, "that the hotel keeper's wife has left him.	true	131.81	136.9	19.266989
6432_63723_000014_000001	She went away a short time ago, and came to me and told me her story.	She went away a short time ago, and came to me and told me her story.	false	137	141.07	21.459028
6432_63723_000014_000002	It was one of what at first might be called refined cruelty on her husband's part, degenerating gradually into that of the baser sort."	It was one of what at first might be called refined cruelty on her husband's part, degenerating gradually into that of the baser sort."	false	141.32	150.13	19.86951
6432_63723_000015_000000	"You don't mean that Larch struck her--that there was physical abuse, do you?" asked the colonel.	"You don't mean that Larch struck her-that there was physical abuse, do you?" asked the colonel.	false	150.83	156.22	20.390524
6432_63723_000016_000000	"That's what he did.	"That's what he did.	true	156.53	157.81	19.190346
6432_63723_000016_000001	He seems to have been decent for a while after their marriage--which marriage was a mistake from the first--I can see that now.	He seems to have been decent for a while after their marriage-which marriage was a mistake from the first-I can see that now.	true	158	165.13	23.289663
6432_63723_000016_000002	I used to know Cynthia when she was a girl--she was the daughter of Lodan Ratchford, and her mother had peculiar and, to my mind, wrong ideas of social position and money.	I used to know Cynthia when she was a girl-she was the daughter of Lodan Ratchford, and her mother had peculiar and, to my mind, wrong ideas of social position and money.	true	165.32	176.62	20.580683
6432_63723_000016_000003	Well, poor Cynthia is paying the penalty now.	Well, poor Cynthia is paying the penalty now.	true	176.93	179.83	23.673895
6432_63723_000016_000004	She was really forced into this marriage which, to say the least, must have been distasteful to her.	She was really forced into this marriage which, to say the least, must have been distasteful to her.	true	180.02	185.32	22.243607
6432_63723_000016_000005	But I don't suppose more than two or three know that."	But I don't suppose more than two or three know that."	true	185.48	188.08	21.974585
6432_63723_000017_000000	The colonel did not disclose the fact that it was no news to him. Aaron Grafton's statement was being unexpectedly confirmed.	The colonel did not disclose the fact that it was no news to him. Aaron Grafton's statement was being unexpectedly confirmed.	true	188.09	195.64	22.876194
6432_63723_000017_000001	He remembered that Cynthia and Grafton had once been in love with each other.	He remembered that Cynthia and Grafton had once been in love with each other.	true	195.95	199.72	22.76508
6432_63723_000018_000000	"Well, when Cynthia came to me, in my capacity as lawyer as well as old friend, I could hardly believe what she told me about her husband," went on Kenneth.	"Well, when Cynthia came to me, in my capacity as lawyer as well as old friend, I could hardly believe what she told me about her husband," went on Kenneth.	true	199.91	209.205	21.127075
6432_63723_000018_000001	"She said he had struck her more than once, and she could stand it no longer.	"She said he had struck her more than once, and she could stand it no longer.	true	209.205	213.13	23.797632
6432_63723_000019_000000	"She wanted to apply for a divorce, but when I showed her that this would bring about much publicity, and necessitate taking testimony on both sides with possibly a long-dragged out case, she agreed merely to ask for a separation now, on the accusation of cruel and inhuman treatment.	"She wanted to apply for a divorce, but when I showed her that this would bring about much publicity, and necessitate taking testimony on both sides with possibly a long dragged out case, she agreed merely to ask for a separation now, on the accusation of cruel and inhuman treatment.	false	213.44	229.845	22.269392
6432_63723_000019_000001	On those grounds I went before the vice chancellor, prepared to prove my case by competent witnesses.	On those grounds I went before the vice chancellor, prepared to prove my case by competent witnesses.	true	229.845	235.03	18
6432_63723_000019_000002	But they were not needed."	But they were not needed."	true	235.04	236.65	21.478281
6432_63723_000020_000000	"Why not?"	"Why not?"	true	236.9	237.7	27.26998
6432_63723_000021_000000	"Because Larch made no defense.	"Because Larch made no defense.	true	238.13	240.16	22.580725
6432_63723_000021_000001	He let the case go by default, for which I was glad, as it saved Cynthia from telling her story in open court.	He let the case go by default, for which I was glad, as it saved Cynthia from telling her story in open court.	true	240.41	247.12	23.08658
6432_63723_000021_000002	Larch, by refusing to appear, practically admitted the charges against him and did not oppose the separation.	Larch, by refusing to appear, practically admitted the charges against him and did not oppose the separation.	true	247.31	254.23	23.982098
6432_63723_000022_000000	"Then came the matter of alimony, or, rather, I should call it separate maintenance, as it is not alimony until a divorce is granted, and that has not yet been done, though we may apply for that later.	"Then came the matter of alimony, or, rather, I should call it separate maintenance, as it is not alimony until a divorce is granted, and that has not yet been done, though we may apply for that later.	false	254.3	265.6	22.312063
6432_63723_000023_000000	"I was prepared to ask the vice chancellor for a pretty stiff annual sum for my client, for I know Larch is rich, when, to my surprise, she would not permit it.	"I was prepared to ask the vice chancellor for a pretty stiff annual sum for my client, for I know Larch is rich, when, to my surprise, she would not permit it.	false	265.7	274.86	24.196157
6432_63723_000023_000001	She said if she left him it was for good and all, and that she wanted none of his bounty.	She said if she left him it was for good and all, and that she wanted none of his bounty.	false	274.86	279.52	21.654688
6432_63723_000023_000002	She had some means of her own, she declared, and would work rather than accept a cent from him.	She had some means of her own, she declared, and would work rather than accept a cent from him.	true	279.8	285.28	21.203485
6432_63723_000024_000000	"So I had to let her have her way, and we did not ask the court for money, though I had no such squeamish feelings when it came to my counsel fee.	"So I had to let her have her way, and we did not ask the court for money, though I had no such squeamish feelings when it came to my counsel fee.	false	285.41	293.14	20.74236
6432_63723_000024_000001	I got that out of Larch rather than his wife."	I got that out of Larch rather than his wife."	false	293.3	296.89	22.537031
6432_63723_000025_000000	"Did he pay it?"	"Did he pay it?"	true	296.99	298	27.633074
6432_63723_000026_000000	"No; but he will, or I'll sue him and get judgment.	"No; but he will, or I'll sue him and get judgment.	true	298.43	302.04	20.074581
6432_63723_000026_000001	Oh, he'll pay all right.	Oh, he'll pay all right.	true	302.04	303.73	21.817257
6432_63723_000026_000002	He'll be so tickled to get out of paying his wife a monthly sum that he'll settle with me.	He'll be so tickled to get out of paying his wife a monthly sum that he'll settle with me.	true	304.04	308.83	22.90161
6432_63723_000026_000003	But I can't understand her attitude any more than I can the change that came over him.	But I can't understand her attitude any more than I can the change that came over him.	false	309.26	313.845	20.866564
6432_63723_000026_000004	For I really think he loved Cynthia once.	For I really think he loved Cynthia once.	true	313.845	316.515	22.554485
6432_63723_000026_000005	She was a beautiful girl, and is still a handsome woman, though trouble has left its mark on her.	She was a beautiful girl, and is still a handsome woman, though trouble has left its mark on her.	false	316.515	322.57	21.20462
6432_63723_000026_000006	Well, it's a queer world anyhow!"	Well, it's a queer world anyhow!"	true	322.88	325.69	21.773455
6432_63723_000027_000000	"Isn't it?" agreed the colonel.	"Isn't it?" agreed the colonel.	true	326.48	328.24	25.447931
6432_63723_000027_000001	"And it takes all sorts of persons to make it up.	"And it takes all sorts of persons to make it up.	true	328.52	331.065	24.824574
6432_63723_000027_000002	I'm sorry I can't offer any explanation as to why your client wouldn't accept money when she had a perfect right to it. However, as you won your case I suppose it doesn't so much matter."	I'm sorry I can't offer any explanation as to why your client wouldn't accept money when she had a perfect right to it. However, as you won your case I suppose it doesn't so much matter."	false	331.065	340.84	23.910122
6432_63723_000028_000000	"Not a great deal.	"Not a great deal.	true	340.94	342.07	21.457748
6432_63723_000028_000001	Still I would like to know.	Still I would like to know.	true	342.08	344.53	20.126457
6432_63723_000028_000002	There will be a sensation when this comes out."	There will be a sensation when this comes out."	true	344.84	347.29	17.7845
